City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Iquitos,PE,2022-02-20 11:11:52,-3.7481,-73.2472,73.44,100,75,2.3
295,Port Hedland,AU,2022-02-20 11:11:52,-20.3167,118.5667,87.85,62,5,5.75
296,Teeli,RU,2022-02-20 11:11:53,51.0333,90.2333,5.27,96,67,0.92
297,Kloulklubed,PW,2022-02-20 11:11:53,7.0419,134.2556,82.35,78,98,19.89
298,Cestas,FR,2022-02-20 11:11:53,44.7435,-0.6791,55.33,89,100,11.5
299,Kigorobya,UG,2022-02-20 11:11:54,1.6162,31.3089,86.88,23,90,5.01
300,Labuhan,ID,2022-02-20 11:11:54,-6.8844,112.2051,79.21,86,100,4.68
301,Leningradskiy,RU,2022-02-20 11:11:55,69.3833,178.4167,-33.86,100,84,3.89
302,Bairiki,KI,2022-02-20 11:11:55,1.3292,172.9752,77.0,94,75,23.02
303,Cap Malheureux,MU,2022-02-20 11:11:55,-19.9842,57.6142,84.69,88,100,18.01
304,Belmonte,BR,2022-02-20 11:11:56,-15.8631,-38.8828,81.1,70,71,4.92
305,Vila Do Maio,CV,2022-02-20 11:11:56,15.1333,-23.2167,74.19,68,67,20.24
306,Uthal,PK,2022-02-20 11:08:15,25.8072,66.6219,88.93,13,0,8.43
307,Lang Son,VN,2022-02-20 11:11:56,21.8333,106.7333,37.6,96,100,7.11
308,Nsoko,SZ,2022-02-20 11:11:57,-27.0333,31.95,98.44,33,0,3.29
309,Mitu,CO,2022-02-20 11:11:57,1.1983,-70.1733,69.3,98,55,2.1
310,Moron,AR,2022-02-20 11:11:58,-34.6534,-58.6198,70.97,93,100,6.04
311,Balkhash,KZ,2022-02-20 11:11:58,46.844,74.9804,20.01,73,0,15.66
312,Severo-Kurilsk,RU,2022-02-20 11:11:58,50.6789,156.125,23.92,84,44,7.05
313,Woodstock,CA,2022-02-20 11:11:59,43.1334,-80.7497,17.65,88,47,8.99
314,La Reforma,MX,2022-02-20 11:11:59,25.0833,-108.05,61.75,53,100,3.36
315,Kendari,ID,2022-02-20 11:13:00,-3.945,122.4989,79.59,77,100,8.16
316,Erenhot,CN,2022-02-20 11:13:00,43.6475,111.9767,3.79,75,7,7.61
317,Roald,NO,2022-02-20 11:13:00,62.5833,6.1333,39.25,56,0,13.8
318,Carahue,CL,2022-02-20 11:13:01,-38.7,-73.1667,53.8,91,60,1.07
319,Invermere,CA,2022-02-20 11:13:01,50.5167,-116.0354,30.36,99,100,2.64
320,Bonavista,CA,2022-02-20 11:13:01,48.6499,-53.1147,27.12,71,100,7.65
321,Jalu,LY,2022-02-20 11:13:02,29.0331,21.5482,67.71,34,44,4.61
322,Beaufort,MY,2022-02-20 11:08:56,5.3473,115.7455,73.11,96,100,0.43
323,Novyy Urengoy,RU,2022-02-20 11:13:03,66.0833,76.6333,20.35,93,100,15.9
324,Khatanga,RU,2022-02-20 11:13:03,71.9667,102.5,5.4,96,100,6.33
325,Touba,CI,2022-02-20 11:13:03,8.2833,-7.6833,91.54,24,2,4.43
326,Hyeres,FR,2022-02-20 11:13:04,43.1167,6.1167,59.43,33,0,11.5
327,Burbach,DE,2022-02-20 11:13:04,50.75,8.0833,46.2,91,100,19.57
328,Hirara,JP,2022-02-20 11:13:04,24.8,125.2833,57.9,74,100,31.09
329,Geraldton,AU,2022-02-20 11:11:02,-28.7667,114.6,82.81,57,95,17.27
330,Rantepao,ID,2022-02-20 11:13:05,-2.9701,119.8978,68.36,95,100,3.78
331,Wau,SS,2022-02-20 11:13:05,7.7029,27.9953,92.57,10,26,10.16
332,North Bend,US,2022-02-20 11:13:06,43.4065,-124.2243,45.86,99,100,12.66
333,Moose Factory,CA,2022-02-20 11:13:06,51.2585,-80.6094,3.18,78,100,12.66
334,Arbagar,RU,2022-02-20 11:13:07,51.9438,116.2805,-12.35,96,81,2.62
335,Pio Xii,BR,2022-02-20 11:13:07,-3.8325,-45.1525,73.31,90,100,1.21
336,Kulhudhuffushi,MV,2022-02-20 11:13:07,6.6221,73.07,82.62,75,9,12.73
337,Dzilam Gonzalez,MX,2022-02-20 11:13:08,21.2833,-88.9333,69.98,98,24,4.34
338,Nuevo Casas Grandes,MX,2022-02-20 11:13:08,30.4167,-107.9167,47.71,33,100,4.23
339,Mareeba,AU,2022-02-20 11:13:08,-17.0,145.4333,75.92,89,60,2.46
340,Sarangani,PH,2022-02-20 11:13:09,5.4033,125.4636,75.02,89,100,14.03
341,Pishin,PK,2022-02-20 11:13:09,30.5803,66.9961,60.46,24,0,10.98
342,Mercedes,AR,2022-02-20 11:13:09,-34.6515,-59.4307,66.83,95,97,6.06
343,Haines Junction,CA,2022-02-20 11:13:10,60.7522,-137.5108,10.35,98,100,2.33
344,Mokobeng,BW,2022-02-20 11:13:10,-22.9965,27.6678,97.12,23,36,2.77
345,Araouane,ML,2022-02-20 11:13:11,18.9048,-3.5265,86.54,9,0,12.24
346,Matara,LK,2022-02-20 11:13:11,5.9485,80.5353,83.48,69,16,6.62
347,Nanortalik,GL,2022-02-20 11:13:11,60.1432,-45.2371,12.81,65,37,24.67
348,Kodiak,US,2022-02-20 11:13:12,57.79,-152.4072,36.91,81,100,4.61
349,Egvekinot,RU,2022-02-20 11:13:12,66.3167,-179.1667,-24.59,89,19,11.74
350,Olafsvik,IS,2022-02-20 11:13:12,64.8945,-23.7142,34.23,74,100,36.46
351,Presidencia Roque Saenz Pena,AR,2022-02-20 11:13:13,-26.7852,-60.4388,81.0,40,97,4.72
352,Gazanjyk,TM,2022-02-20 11:13:13,39.2446,55.5154,63.23,26,98,5.26
353,Marica,BR,2022-02-20 11:13:13,-22.9194,-42.8186,76.26,88,100,4.52
354,Ardabil,IR,2022-02-20 11:13:14,38.2498,48.2933,37.35,89,100,6.85
355,Kaniama,CD,2022-02-20 11:13:14,-7.5667,24.1833,74.07,77,100,2.53
356,Cape Canaveral,US,2022-02-20 11:13:14,28.4058,-80.6048,67.98,58,0,11.5
357,Manaure,CO,2022-02-20 11:13:15,11.7751,-72.4445,73.81,84,4,11.83
358,Ankazoabo,MG,2022-02-20 11:13:15,-22.2833,44.5167,95.95,29,4,3.49
359,Coffeyville,US,2022-02-20 11:10:05,37.0373,-95.6164,44.85,56,0,17.27
360,Lisieux,FR,2022-02-20 11:13:05,49.1667,0.1667,53.46,78,100,20.78
361,Port-Gentil,GA,2022-02-20 11:14:16,-0.7193,8.7815,81.79,75,99,6.44
362,Berlevag,NO,2022-02-20 11:14:16,70.8578,29.0864,26.71,61,100,13.85
363,Oranjestad,AW,2022-02-20 11:09:41,12.524,-70.027,76.95,78,20,11.5
364,Kautokeino,NO,2022-02-20 11:14:17,69.0125,23.0412,8.31,96,100,3.69
365,Whitecourt,CA,2022-02-20 11:14:17,54.1502,-115.6855,6.44,91,100,4.07
366,Debre Tabor,ET,2022-02-20 11:14:17,11.85,38.0167,72.28,26,30,8.08
367,Shubarkuduk,KZ,2022-02-20 11:14:18,49.1447,56.4872,29.61,93,97,11.54
368,Vilcun,CL,2022-02-20 11:14:18,-38.65,-72.2333,50.74,98,22,2.1
369,Tual,ID,2022-02-20 11:14:18,-5.6667,132.75,81.43,79,100,9.51
370,Ghatsila,IN,2022-02-20 11:14:19,22.6,86.4833,84.18,28,68,8.28
371,Port Hardy,CA,2022-02-20 11:14:19,50.6996,-127.4199,39.76,85,99,14.05
372,Torbay,CA,2022-02-20 11:14:19,47.6666,-52.7314,27.57,85,100,3.0
373,Roma,US,2022-02-20 11:10:02,43.2128,-75.4557,12.83,88,34,3.15
374,Yelnya,RU,2022-02-20 11:14:20,54.5786,33.1837,31.68,84,58,13.71
375,Santa Isabel Do Rio Negro,BR,2022-02-20 11:14:20,-0.4139,-65.0192,71.11,99,28,2.82
376,Eskilstuna,SE,2022-02-20 11:14:21,59.3666,16.5077,35.04,83,16,9.42
377,Nortelandia,BR,2022-02-20 11:14:21,-14.4547,-56.8028,72.01,98,99,5.53
378,Upington,ZA,2022-02-20 11:14:21,-28.4478,21.2561,89.76,20,0,9.26
379,Gerash,IR,2022-02-20 11:14:22,27.6652,54.1371,75.38,24,3,7.38
380,San Cristobal,VE,2022-02-20 11:14:22,7.7669,-72.225,64.58,91,70,2.39
381,Olavarria,AR,2022-02-20 11:14:22,-36.8927,-60.3225,67.01,95,100,5.86
382,Caxito,AO,2022-02-20 11:14:23,-8.5785,13.6643,88.45,51,98,4.45
383,Bulgan,MN,2022-02-20 11:14:23,48.8125,103.5347,5.32,88,100,4.76
384,Saint Anthony,US,2022-02-20 11:14:23,45.0205,-93.218,30.52,65,0,13.8
385,Ugoofaaru,MV,2022-02-20 11:14:24,5.6667,73.0,82.29,74,54,8.72
386,Palmer,US,2022-02-20 11:12:35,42.1584,-72.3287,16.41,62,0,4.61
387,Derazhnya,UA,2022-02-20 11:14:24,49.2692,27.4338,42.19,47,70,10.11
388,Medicine Hat,CA,2022-02-20 11:11:49,50.0501,-110.6683,15.73,86,100,18.41
389,Wad Madani,SD,2022-02-20 11:14:25,14.4012,33.5199,83.19,9,69,19.35
390,Sao Miguel Do Araguaia,BR,2022-02-20 11:14:25,-13.275,-50.1628,69.4,95,100,2.89
391,Riyadh,SA,2022-02-20 11:14:26,24.6877,46.7219,77.14,13,42,10.69
392,Aldama,MX,2022-02-20 11:14:26,22.9167,-98.0667,62.49,40,98,3.94
393,Beloha,MG,2022-02-20 11:14:26,-25.1667,45.05,97.92,26,0,9.48
394,Howard,US,2022-02-20 11:14:27,39.2504,-76.933,22.57,72,0,1.01
395,Oxford,GB,2022-02-20 11:13:19,51.7522,-1.256,53.78,90,100,28.77
396,Puerto Escondido,MX,2022-02-20 11:14:27,15.85,-97.0667,75.92,61,6,4.54
397,The Valley,AI,2022-02-20 11:14:27,18.217,-63.0578,75.09,72,38,18.34
398,Sistranda,NO,2022-02-20 11:14:28,63.7256,8.834,34.9,76,99,22.75
399,Rapid Valley,US,2022-02-20 11:14:28,44.0625,-103.1463,48.63,47,0,11.5
400,Puerto Leguizamo,CO,2022-02-20 11:14:28,-0.1934,-74.7819,69.73,81,49,1.34
401,Seddon,AU,2022-02-20 11:14:29,-37.8068,144.8916,66.88,75,0,2.3
402,Opuwo,NA,2022-02-20 11:14:29,-18.0607,13.84,84.97,47,59,10.45
403,Sotouboua,TG,2022-02-20 11:14:30,8.5667,0.9833,92.84,33,46,5.55
404,Heihe,CN,2022-02-20 11:14:30,50.2441,127.4902,-1.61,95,99,6.11
405,Jibuti,DJ,2022-02-20 11:12:19,11.5,42.5,80.02,34,23,5.3
406,Haradok,BY,2022-02-20 11:15:31,55.4624,29.9816,33.91,96,100,12.66
407,Sinegorskiy,RU,2022-02-20 11:15:31,48.0139,40.8447,45.07,62,99,16.75
408,Sao Joao Da Barra,BR,2022-02-20 11:15:31,-21.6403,-41.0511,75.29,92,100,7.11
409,Villamontes,BO,2022-02-20 11:15:32,-21.25,-63.5,73.58,85,70,3.76
410,Nagornyy,RU,2022-02-20 11:15:32,52.7959,83.5498,20.55,90,3,2.53
411,Capinopolis,BR,2022-02-20 11:15:32,-18.6819,-49.5697,68.77,93,80,6.44
412,Shouguang,CN,2022-02-20 11:15:33,36.88,118.7375,41.16,30,0,6.49
413,Zhaotong,CN,2022-02-20 11:15:33,27.3167,103.7167,31.42,83,99,9.01
414,Ola,RU,2022-02-20 11:15:33,59.5833,151.2833,-10.86,84,62,10.65
415,Marana,US,2022-02-20 11:11:04,32.4367,-111.2254,61.75,27,0,8.05
416,Cherskiy,RU,2022-02-20 11:15:34,68.75,161.3,-42.63,100,28,3.22
417,Batagay-Alyta,RU,2022-02-20 11:15:34,67.8006,130.4114,-25.83,81,57,4.54
418,Bambanglipuro,ID,2022-02-20 11:15:34,-7.95,110.2833,80.92,78,97,4.41
419,Lucieni,RO,2022-02-20 11:15:35,44.85,25.4333,44.6,90,100,6.2
420,Durban,ZA,2022-02-20 11:10:39,-29.8579,31.0292,87.93,80,1,11.99
421,Kyabram,AU,2022-02-20 11:15:35,-36.3167,145.05,69.87,29,100,12.91
422,Dagda,LV,2022-02-20 11:15:36,56.0951,27.5372,35.6,86,100,12.91
423,Pacific Grove,US,2022-02-20 11:15:36,36.6177,-121.9166,55.58,91,100,3.44
424,Phalombe,MW,2022-02-20 11:15:36,-15.8064,35.6507,75.27,90,100,3.24
425,Pryazha,RU,2022-02-20 11:15:37,61.6926,33.6216,25.83,94,100,9.22
426,Puerto Madryn,AR,2022-02-20 11:15:37,-42.7692,-65.0385,62.08,77,99,24.32
427,Shiyan,CN,2022-02-20 11:15:38,32.6475,110.7781,46.42,44,92,3.53
428,Tessalit,ML,2022-02-20 11:15:38,20.1986,1.0114,85.62,7,18,16.84
429,Anadyr,RU,2022-02-20 11:15:38,64.75,177.4833,-21.5,76,0,6.71
430,Laguna,US,2022-02-20 11:15:39,38.421,-121.4238,54.95,77,0,8.05
431,Valdemarpils,LV,2022-02-20 11:15:39,57.3707,22.5919,38.62,80,98,12.55
432,Kodinsk,RU,2022-02-20 11:15:39,58.6881,99.1844,17.28,97,99,3.53
433,Verkhoyansk,RU,2022-02-20 11:15:40,67.5447,133.385,-37.16,100,21,1.86
434,Galle,LK,2022-02-20 11:15:40,6.0367,80.217,83.44,70,17,8.46
435,Komsomolskiy,UZ,2022-02-20 11:15:40,40.4272,71.7189,56.62,28,27,4.61
436,Bangassou,CF,2022-02-20 11:15:41,4.7413,22.8184,98.38,9,98,4.5
437,Sungaipenuh,ID,2022-02-20 11:15:41,-2.0833,101.3833,69.78,89,94,1.61
438,Worland,US,2022-02-20 11:15:41,44.0169,-107.9554,32.45,73,0,1.99
439,Fare,PF,2022-02-20 11:15:42,-16.7,-151.0167,81.37,73,54,16.91
440,Trinidad,BO,2022-02-20 11:15:42,-14.8333,-64.9,76.98,94,40,3.44
441,Fremont,US,2022-02-20 11:10:47,37.5483,-121.9886,52.66,71,0,3.44
442,Belle Fourche,US,2022-02-20 11:15:43,44.6714,-103.8522,49.12,52,82,19.28
443,Sinnamary,GF,2022-02-20 11:15:43,5.3833,-52.95,76.33,89,35,7.47
444,Bara,NG,2022-02-20 11:15:43,10.3744,10.7288,87.33,12,21,10.45
445,Nicoya,CR,2022-02-20 11:15:44,10.1483,-85.452,72.57,71,0,12.93
446,Campbell River,CA,2022-02-20 11:15:44,50.0163,-125.2446,37.6,93,98,4.59
447,Nyamuswa,TZ,2022-02-20 11:15:45,-1.9,34.0167,82.27,41,100,3.6
448,Henties Bay,NA,2022-02-20 11:15:45,-22.116,14.2845,72.86,79,41,6.6
449,Lesnoy,RU,2022-02-20 11:15:45,57.6198,63.0784,20.98,86,86,9.15
450,Tynda,RU,2022-02-20 11:15:46,55.1667,124.7167,-4.14,79,100,6.96
451,Donskoye,RU,2022-02-20 11:15:46,45.4552,41.9741,55.53,54,98,14.27
452,Pevek,RU,2022-02-20 11:15:46,69.7008,170.3133,-36.94,99,42,3.09
453,Osakarovka,KZ,2022-02-20 11:15:47,50.565,72.5692,24.42,83,1,5.97
454,Guacimo,CR,2022-02-20 11:16:47,10.2104,-83.6807,79.38,80,53,2.84
455,Los Cedrales,PY,2022-02-20 11:16:48,-25.65,-54.7,77.29,60,2,5.44
456,Valparaiso,CL,2022-02-20 11:15:21,-33.0393,-71.6273,63.48,80,0,0.0
457,Mana,GF,2022-02-20 11:16:48,5.6592,-53.7767,75.34,90,35,5.19
458,Portland,US,2022-02-20 11:15:06,45.5234,-122.6762,45.75,91,100,5.01
459,Smirnykh,RU,2022-02-20 11:16:49,49.75,142.8333,21.0,78,100,12.08
460,Mporokoso,ZM,2022-02-20 11:16:49,-9.3727,30.125,72.45,71,96,7.16
461,Marawi,PH,2022-02-20 11:16:49,7.9986,124.2928,66.65,91,100,1.25
462,Poronaysk,RU,2022-02-20 11:16:50,49.2167,143.1167,22.59,81,100,16.2
463,Sorland,NO,2022-02-20 11:16:50,67.667,12.6934,29.44,66,100,12.24
464,Filadelfia,US,2022-02-20 11:16:16,39.9523,-75.1638,21.33,59,0,4.61
465,La Ronge,CA,2022-02-20 11:16:51,55.1001,-105.2842,-19.95,69,0,5.75
466,Pratapgarh,IN,2022-02-20 11:16:51,24.0333,74.7833,84.65,11,0,12.53
467,Ponferrada,ES,2022-02-20 11:16:51,42.5466,-6.5962,52.47,74,79,1.99
468,Rawson,AR,2022-02-20 11:16:52,-43.3002,-65.1023,61.43,78,100,24.83
469,Dauphin,CA,2022-02-20 11:16:52,51.1494,-100.0502,-5.66,71,0,13.8
470,Usinsk,RU,2022-02-20 11:16:53,65.9939,57.5281,27.82,88,100,18.63
471,Bouna,CI,2022-02-20 11:16:53,9.2667,-3.0,96.4,29,8,3.8
472,Troitsko-Pechorsk,RU,2022-02-20 11:16:53,62.7084,56.1964,27.63,92,100,12.03
473,Barahona,DO,2022-02-20 11:16:54,18.2085,-71.1008,71.4,81,6,3.29
474,Pyapon,MM,2022-02-20 11:16:54,16.2833,95.6833,87.89,19,89,13.85
475,Skibbereen,IE,2022-02-20 11:16:55,51.55,-9.2667,53.4,90,100,36.35
476,Axim,GH,2022-02-20 11:16:55,4.8699,-2.2405,84.79,71,73,7.63
477,Kibre Mengist,ET,2022-02-20 11:16:56,5.8833,38.9833,88.52,17,79,8.32
478,Naze,JP,2022-02-20 11:16:56,28.3667,129.4833,48.34,67,99,24.09
479,Siniscola,IT,2022-02-20 11:16:56,40.5719,9.6922,58.55,43,30,5.93
480,Conde,BR,2022-02-20 11:16:57,-7.2597,-34.9075,83.66,74,75,9.22
481,Iztapa,GT,2022-02-20 11:16:57,13.9333,-90.7075,72.09,63,6,4.14
482,Aviles,ES,2022-02-20 11:16:58,43.5547,-5.9248,57.92,73,75,6.91
483,Masuguru,TZ,2022-02-20 11:16:58,-11.3667,38.4167,83.68,70,100,4.61
484,Iracoubo,GF,2022-02-20 11:16:59,5.4802,-53.2011,76.08,90,40,7.54
485,Chifeng,CN,2022-02-20 11:16:59,42.2683,118.9636,11.71,67,92,11.86
486,Gurh,IN,2022-02-20 11:16:59,24.5167,81.5167,80.11,12,0,17.02
487,Tabou,CI,2022-02-20 11:17:00,4.423,-7.3528,83.01,73,16,5.55
488,Grand Gaube,MU,2022-02-20 11:17:00,-20.0064,57.6608,84.6,87,100,15.99
489,Cidreira,BR,2022-02-20 11:17:01,-30.1811,-50.2056,74.03,74,0,6.82
490,Goderich,CA,2022-02-20 11:17:01,43.7501,-81.7165,17.92,73,57,16.11
491,Kenora,CA,2022-02-20 11:17:02,49.8167,-94.4337,15.78,85,100,12.66
492,Beyneu,KZ,2022-02-20 11:17:02,45.3167,55.2,51.35,37,8,7.49
493,Presidente Medici,BR,2022-02-20 11:17:02,-11.1753,-61.9014,70.72,98,99,3.42
494,San Felipe,VE,2022-02-20 11:17:03,10.3399,-68.7425,69.8,85,93,5.35
495,Terekli-Mekteb,RU,2022-02-20 11:17:03,44.1671,45.8698,53.96,45,15,7.0
496,Baringo,KE,2022-02-20 11:17:03,0.4667,35.9667,96.71,16,100,10.76
497,Ust-Kan,RU,2022-02-20 11:17:04,50.9276,84.761,18.72,90,5,2.17
498,Kalaleh,IR,2022-02-20 11:17:04,37.3807,55.4916,58.6,67,100,9.22
499,Nis,FR,2022-02-20 11:17:04,43.7031,7.2661,64.31,64,20,6.91
500,Necocli,CO,2022-02-20 11:17:05,8.4234,-76.786,74.53,90,21,5.53
501,Brigantine,US,2022-02-20 11:18:05,39.4101,-74.3646,24.03,60,0,0.0
502,Culpeper,US,2022-02-20 11:18:06,38.5004,-77.9664,21.33,60,0,1.01
503,Koulikoro,ML,2022-02-20 11:18:06,14.0,-7.75,93.22,8,7,13.76
504,Ilulissat,GL,2022-02-20 11:18:06,69.2167,-51.1,-0.38,71,75,11.5
505,Tigil,RU,2022-02-20 11:18:07,57.8,158.6667,-12.3,100,64,3.27
506,Dawei,MM,2022-02-20 11:18:07,14.0833,98.2,78.13,61,92,4.41
507,Mudanjiang,CN,2022-02-20 11:18:07,44.5833,129.6,0.82,90,92,3.87
508,Diamantino,BR,2022-02-20 11:18:08,-14.4086,-56.4461,71.13,98,100,6.31
509,Half Moon Bay,US,2022-02-20 11:13:50,37.4636,-122.4286,52.61,87,100,12.66
510,Jinan,CN,2022-02-20 11:16:36,36.6683,116.9972,37.87,21,0,5.1
511,Qasigiannguit,GL,2022-02-20 11:18:08,68.8193,-51.1922,-0.15,98,100,4.59
512,Olinda,BR,2022-02-20 11:18:09,-8.0089,-34.8553,83.93,70,40,6.91
513,Kaitangata,NZ,2022-02-20 11:18:09,-46.2817,169.8464,51.01,93,35,5.88
514,Kunming,CN,2022-02-20 11:16:22,25.0389,102.7183,30.13,86,100,8.95
515,Antropovo,RU,2022-02-20 11:18:10,58.3988,43.0066,32.27,100,100,10.0
516,Nenjiang,CN,2022-02-20 11:18:10,49.1833,125.2167,-11.29,95,73,2.37
517,Dinguiraye,GN,2022-02-20 11:18:10,11.3,-10.7167,88.99,11,26,5.37
518,Abaete,BR,2022-02-20 11:14:14,-19.16,-45.4458,65.98,97,100,0.94
519,Glyadyanskoye,RU,2022-02-20 11:18:11,54.9075,65.0883,14.7,87,37,11.79
520,Cabedelo,BR,2022-02-20 11:18:11,-6.9811,-34.8339,84.87,65,70,11.72
521,Dwarka,IN,2022-02-20 11:18:12,22.2394,68.9678,79.11,43,0,13.13
522,Umba,RU,2022-02-20 11:18:12,66.6871,34.3429,24.84,90,100,9.75
523,Piacabucu,BR,2022-02-20 11:18:13,-10.4056,-36.4344,83.14,69,19,11.39
524,Palanga,LT,2022-02-20 11:18:13,55.9175,21.0686,37.42,87,75,9.22
525,Kahta,TR,2022-02-20 11:18:13,37.7855,38.6237,62.04,29,0,11.5
526,Quzhou,CN,2022-02-20 11:18:14,28.9594,118.8686,36.39,68,100,5.66
527,Antofagasta,CL,2022-02-20 11:18:14,-23.65,-70.4,65.48,85,33,2.53
528,Arona,ES,2022-02-20 11:18:15,28.0996,-16.681,61.32,42,20,11.5
529,Constantine,DZ,2022-02-20 11:18:15,36.365,6.6147,54.81,71,75,8.05
530,Prosotsani,GR,2022-02-20 11:18:15,41.1833,23.9667,54.48,60,100,2.06
531,Camacha,PT,2022-02-20 11:18:16,33.0833,-16.3333,58.53,82,40,17.27
532,Buala,SB,2022-02-20 11:18:16,-8.145,159.5921,81.14,82,93,5.1
533,Mirnyy,RU,2022-02-20 11:18:17,62.5353,113.9611,2.35,92,98,9.53
534,Ormara,PK,2022-02-20 11:18:17,25.2088,64.6357,76.23,58,0,16.89
535,Tilichiki,RU,2022-02-20 11:18:18,60.4667,166.1,-24.12,93,7,9.01
536,Mezhdurechensk,RU,2022-02-20 11:18:18,53.6942,88.0603,21.78,89,8,1.63
537,Hambantota,LK,2022-02-20 11:18:18,6.1241,81.1185,84.11,68,16,11.3
538,Ailigandi,PA,2022-02-20 11:18:19,9.2333,-78.0167,77.7,80,65,15.26
539,Akureyri,IS,2022-02-20 11:18:19,65.6835,-18.0878,31.93,74,75,14.97
540,Manica,FR,2022-02-20 11:18:20,49.0,-1.1667,53.01,80,100,16.93
541,Launceston,AU,2022-02-20 11:18:20,-41.45,147.1667,60.44,89,100,17.27
542,Kalianget,ID,2022-02-20 11:18:20,-7.05,113.9333,80.51,82,75,10.69
543,Tomaszow Lubelski,PL,2022-02-20 11:18:21,50.4477,23.4162,40.82,54,100,17.87
544,Lembeni,TZ,2022-02-20 11:18:21,-3.7833,37.6167,86.43,40,99,2.19
545,Luoyang,CN,2022-02-20 11:18:21,34.6836,112.4536,42.19,24,64,7.09
546,Santa Maria,BR,2022-02-20 11:15:27,-29.6842,-53.8069,74.68,46,45,3.91
547,Minsk,BY,2022-02-20 11:18:22,53.9,27.5667,37.15,83,100,13.78
548,Oyem,GA,2022-02-20 11:18:22,1.5995,11.5793,92.1,35,93,3.06
549,Viedma,AR,2022-02-20 11:19:23,-40.8135,-62.9967,66.99,79,44,8.52
550,Alice Springs,AU,2022-02-20 11:18:15,-23.7,133.8833,74.75,41,0,6.91
551,Nishihara,JP,2022-02-20 11:19:23,26.1842,127.7558,55.06,66,75,27.63
552,Amuntai,ID,2022-02-20 11:19:24,-2.4177,115.2494,74.43,90,100,1.66
553,Penzance,GB,2022-02-20 11:19:24,50.1186,-5.5371,54.61,85,99,34.47
554,Tateyama,JP,2022-02-20 11:19:24,34.9833,139.8667,47.1,53,98,21.61
555,Karlstad,SE,2022-02-20 11:19:25,59.3793,13.5036,30.76,80,5,5.75
556,Charters Towers,AU,2022-02-20 11:19:25,-20.1,146.2667,78.03,73,46,12.95
557,Bull Savanna,JM,2022-02-20 11:19:26,17.8868,-77.5902,70.79,82,9,7.72
558,Zyryanskoye,RU,2022-02-20 11:19:26,56.8306,86.6258,15.39,93,33,5.64
559,Rajmahal,IN,2022-02-20 11:19:26,25.05,87.8333,74.39,37,66,14.32
560,Poya,NC,2022-02-20 11:19:27,-21.35,165.15,78.53,87,97,4.5
561,Baghdad,IQ,2022-02-20 11:18:48,33.3406,44.4009,69.71,35,0,8.05
562,Eston,CA,2022-02-20 11:19:27,51.1501,-108.7514,1.29,89,100,15.75
563,Ust-Omchug,RU,2022-02-20 11:19:28,61.15,149.6333,-30.28,100,37,1.57
564,Lypnyazhka,UA,2022-02-20 11:19:28,48.4469,31.0761,45.05,48,100,9.22
565,Kenai,US,2022-02-20 11:19:28,60.5544,-151.2583,26.02,95,0,4.61
566,Mbekenyera,TZ,2022-02-20 11:19:29,-10.0,38.9833,75.02,95,100,3.94
567,Kaeo,NZ,2022-02-20 11:19:29,-35.1,173.7833,67.32,95,41,3.71
568,Ciudad Bolivar,VE,2022-02-20 11:19:29,8.1222,-63.5497,71.1,87,5,7.09
569,Weligama,LK,2022-02-20 11:19:30,5.9667,80.4167,83.41,69,18,6.8
570,Jutai,BR,2022-02-20 11:19:30,-5.1833,-68.9,71.96,99,100,2.17
571,Kirksville,US,2022-02-20 11:19:20,40.1948,-92.5833,40.05,67,0,16.11
572,Talant,FR,2022-02-20 11:19:31,47.3369,5.0089,47.41,81,100,14.97
573,Birjand,IR,2022-02-20 11:19:31,32.8663,59.2211,70.27,14,75,0.0
574,Olgina,EE,2022-02-20 11:19:31,59.3953,28.1253,32.45,95,87,8.43
575,Marsh Harbour,BS,2022-02-20 11:19:32,26.5412,-77.0636,71.62,73,96,21.94
576,Orsha,BY,2022-02-20 11:19:32,54.5153,30.4053,39.31,94,99,13.27
577,Kinablangan,PH,2022-02-20 11:19:32,7.6947,126.5503,76.05,88,100,5.32
578,Port Macquarie,AU,2022-02-20 11:19:33,-31.4333,152.9167,71.89,85,96,10.11
579,Pangody,RU,2022-02-20 11:19:33,65.85,74.4859,22.39,94,100,15.37
580,Sarahan,IN,2022-02-20 11:19:12,31.5167,77.8,44.58,37,6,4.05
581,Chumikan,RU,2022-02-20 11:19:34,54.7183,135.315,-6.88,92,89,3.4
582,Wilmington,US,2022-02-20 11:19:34,34.2257,-77.9447,35.89,63,0,5.75
583,Ha Tinh,VN,2022-02-20 11:19:35,18.3333,105.9,50.76,91,100,8.77
584,Tahta,EG,2022-02-20 11:19:35,26.7693,31.5021,65.7,31,0,8.19
585,Eyl,SO,2022-02-20 11:19:35,7.9803,49.8164,82.27,51,80,21.12
